
Standard & Poors 500 Index,Last: 4136.48,Change:  -43.28
"Date: February 3, 2023 at 11:24 PM EST",Bid: 4095.1599,Ask: 4182.2598,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Feb 08 2023,SPXW230208C03700000,366.94,0,433.3,435.9,0,0,0.997,0,176,3700.00,SPXW230208P03700000,0.2,-0.1,0.15,0.2,100,0.3503,-0.0028,0,1975
Wed Feb 08 2023,SPXW230208C03710000,414.92,-39.98,423.3,425.9,1,0,0.9968,0,1,3710.00,SPXW230208P03710000,0.2,-0.1,0.15,0.25,2,0.3426,-0.0029,0,237
Wed Feb 08 2023,SPXW230208C03720000,282.3,0,413.4,416,0,0,0.9967,0.0001,20,3720.00,SPXW230208P03720000,0.2,-0.15,0.15,0.25,1,0.34,-0.0031,0.0001,55
Wed Feb 08 2023,SPXW230208C03725000,248.91,0,408.4,410.9,0,0,0.9966,0.0001,25,3725.00,SPXW230208P03725000,0.2,-0.15,0.15,0.25,176,0.3361,-0.0031,0.0001,370
Wed Feb 08 2023,SPXW230208C03730000,0,0,403.3,405.9,0,0,0.9965,0.0001,0,3730.00,SPXW230208P03730000,0.2,-0.15,0.15,0.25,2,0.3322,-0.0032,0.0001,39
Wed Feb 08 2023,SPXW230208C03740000,234.95,0,393.4,395.9,0,0,0.9963,0.0001,44,3740.00,SPXW230208P03740000,0.25,-0.1,0.15,0.25,12,0.3244,-0.0034,0.0001,330
Wed Feb 08 2023,SPXW230208C03750000,321.82,0,383.4,386,0,0,0.9961,0.0001,64,3750.00,SPXW230208P03750000,0.2,-0.2,0.15,0.25,34,0.3167,-0.0036,0.0001,290
Wed Feb 08 2023,SPXW230208C03760000,170.34,0,373.4,376,0,0,0.9959,0.0001,4,3760.00,SPXW230208P03760000,0.2,-0.2,0.15,0.25,1,0.309,-0.0038,0.0001,4338
Wed Feb 08 2023,SPXW230208C03770000,302.26,0,363.4,366,0,0,0.9957,0.0001,42,3770.00,SPXW230208P03770000,0.25,-0.2,0.15,0.25,3,0.3012,-0.0041,0.0001,117
Wed Feb 08 2023,SPXW230208C03775000,273.33,0,358.4,361,0,0,0.9955,0.0001,17,3775.00,SPXW230208P03775000,0.25,-0.2,0.15,0.25,17,0.3015,-0.0042,0.0001,204
Wed Feb 08 2023,SPXW230208C03780000,196.67,0,353.4,356,0,0,0.9954,0.0001,40,3780.00,SPXW230208P03780000,0.25,-0.2,0.15,0.25,17,0.2976,-0.0043,0.0001,59
Wed Feb 08 2023,SPXW230208C03785000,192.32,0,348.4,351,0,0,0.9953,0.0001,3,3785.00,SPXW230208P03785000,0.4,0,0.15,0.25,0,0.2936,-0.0045,0.0001,99
Wed Feb 08 2023,SPXW230208C03790000,345,-29.95,343.4,346,1,0,0.9951,0.0001,31,3790.00,SPXW230208P03790000,0.25,-0.25,0.15,0.25,1,0.2897,-0.0046,0.0001,211
Wed Feb 08 2023,SPXW230208C03795000,0,0,338.4,341,0,0,0.995,0.0001,0,3795.00,SPXW230208P03795000,0.45,0,0.2,0.3,0,0.2858,-0.0048,0.0001,889
Wed Feb 08 2023,SPXW230208C03800000,292.55,0,333.4,336,0,0,0.9948,0.0001,100,3800.00,SPXW230208P03800000,0.3,-0.2,0.2,0.3,647,0.2818,-0.0049,0.0001,2136
Wed Feb 08 2023,SPXW230208C03805000,330,-30,328.4,331,1,0,0.9947,0.0001,6,3805.00,SPXW230208P03805000,0.32,0,0.2,0.3,0,0.2814,-0.0051,0.0001,96
Wed Feb 08 2023,SPXW230208C03810000,243.85,0,323.4,326,0,0,0.9945,0.0001,52,3810.00,SPXW230208P03810000,0.25,-0.3,0.2,0.3,16,0.2774,-0.0052,0.0001,392
Wed Feb 08 2023,SPXW230208C03815000,0,0,318.5,321,0,0,0.9943,0.0001,0,3815.00,SPXW230208P03815000,0.3,-0.25,0.2,0.3,67,0.2734,-0.0054,0.0001,108
Wed Feb 08 2023,SPXW230208C03820000,132.51,0,313.5,316,0,0,0.9941,0.0001,15,3820.00,SPXW230208P03820000,0.45,0,0.2,0.3,0,0.2694,-0.0056,0.0001,402
Wed Feb 08 2023,SPXW230208C03825000,342.17,2.07,308.4,311,5,0,0.9939,0.0001,5,3825.00,SPXW230208P03825000,0.3,-0.3,0.2,0.3,257,0.2655,-0.0058,0.0001,861
Wed Feb 08 2023,SPXW230208C03830000,217.53,0,303.5,306,0,0,0.9937,0.0001,84,3830.00,SPXW230208P03830000,0.25,-0.375,0.2,0.3,4,0.2617,-0.006,0.0001,513
Wed Feb 08 2023,SPXW230208C03835000,215.21,0,298.5,301,0,0,0.9935,0.0001,1,3835.00,SPXW230208P03835000,0.95,0,0.2,0.3,0,0.2577,-0.0062,0.0001,172
Wed Feb 08 2023,SPXW230208C03840000,237.16,0,293.5,296,0,0,0.9933,0.0001,83,3840.00,SPXW230208P03840000,0.25,-0.425,0.2,0.3,1,0.2537,-0.0065,0.0001,63
Wed Feb 08 2023,SPXW230208C03845000,232.36,0,288.5,291,0,0,0.993,0.0001,9,3845.00,SPXW230208P03845000,1,0,0.2,0.3,0,0.2497,-0.0067,0.0001,73
Wed Feb 08 2023,SPXW230208C03850000,163.21,0,283.5,286,0,0,0.9928,0.0002,87,3850.00,SPXW230208P03850000,0.35,-0.375,0.2,0.3,4,0.2458,-0.007,0.0002,264
Wed Feb 08 2023,SPXW230208C03855000,181.39,0,278.5,281.1,0,0,0.9925,0.0002,3,3855.00,SPXW230208P03855000,0.35,-0.4,0.25,0.3,14,0.2447,-0.0072,0.0002,134
Wed Feb 08 2023,SPXW230208C03860000,262.77,0,273.5,276,0,0,0.9922,0.0002,50,3860.00,SPXW230208P03860000,0.35,-0.425,0.25,0.35,1,0.2432,-0.0076,0.0002,308
Wed Feb 08 2023,SPXW230208C03865000,0,0,268.5,271,0,0,0.9919,0.0002,0,3865.00,SPXW230208P03865000,0.42,-0.38,0.25,0.35,1,0.2392,-0.0079,0.0002,123
Wed Feb 08 2023,SPXW230208C03870000,100.87,0,263.5,266.1,0,0,0.9915,0.0002,44,3870.00,SPXW230208P03870000,0.4,-0.45,0.25,0.35,2,0.2353,-0.0082,0.0002,164
Wed Feb 08 2023,SPXW230208C03875000,160.27,0,258.6,261.1,0,0,0.9912,0.0002,38,3875.00,SPXW230208P03875000,0.45,-0.425,0.3,0.35,4,0.2312,-0.0086,0.0002,469
Wed Feb 08 2023,SPXW230208C03880000,253.16,-32.69,253.6,256.1,1,0,0.9908,0.0002,43,3880.00,SPXW230208P03880000,0.35,-0.575,0.25,0.35,8,0.2268,-0.009,0.0002,212
Wed Feb 08 2023,SPXW230208C03885000,294,12.75,248.6,251.1,7,0,0.9904,0.0002,21,3885.00,SPXW230208P03885000,0.45,-0.525,0.3,0.4,185,0.2251,-0.0094,0.0002,507
Wed Feb 08 2023,SPXW230208C03890000,285.29,0,243.6,246.1,0,0,0.9899,0.0002,17,3890.00,SPXW230208P03890000,0.5,-0.5,0.3,0.4,21,0.2232,-0.0098,0.0002,129
Wed Feb 08 2023,SPXW230208C03895000,94.67,0,238.6,241.1,0,0,0.9894,0.0002,1,3895.00,SPXW230208P03895000,0.5,-0.55,0.3,0.4,2,0.2191,-0.0103,0.0002,146
Wed Feb 08 2023,SPXW230208C03900000,231.22,-34.68,233.6,236.2,2,0,0.9889,0.0003,81,3900.00,SPXW230208P03900000,0.4,-0.75,0.35,0.4,2198,0.2149,-0.0109,0.0003,627
Wed Feb 08 2023,SPXW230208C03905000,163.1,0,228.7,231.2,0,0,0.9883,0.0003,36,3905.00,SPXW230208P03905000,0.55,-0.6,0.35,0.45,14,0.2147,-0.0115,0.0003,95
Wed Feb 08 2023,SPXW230208C03910000,270.06,0,223.7,226.2,0,0,0.9876,0.0003,79,3910.00,SPXW230208P03910000,0.45,-0.775,0.35,0.45,149,0.2107,-0.0121,0.0003,196
Wed Feb 08 2023,SPXW230208C03915000,230.72,-20.43,218.7,221.2,1,0.2182,0.987,0.0003,26,3915.00,SPXW230208P03915000,0.4,-0.875,0.4,0.5,1322,0.2082,-0.0128,0.0003,147
Wed Feb 08 2023,SPXW230208C03920000,225.77,-20.48,213.7,216.2,1,0.2187,0.9862,0.0003,84,3920.00,SPXW230208P03920000,0.5,-0.85,0.4,0.5,17,0.2056,-0.0136,0.0003,139
Wed Feb 08 2023,SPXW230208C03925000,206.53,-35.02,208.8,211.3,9,0.2141,0.9853,0.0004,73,3925.00,SPXW230208P03925000,0.8,-0.625,0.45,0.55,56,0.2044,-0.0144,0.0004,478
Wed Feb 08 2023,SPXW230208C03930000,201.63,-35.02,203.8,206.3,9,0.2095,0.9844,0.0004,143,3930.00,SPXW230208P03930000,0.54,-0.96,0.45,0.55,43,0.2001,-0.0154,0.0004,226
Wed Feb 08 2023,SPXW230208C03935000,104.4,0,198.8,201.3,0,0.2093,0.9833,0.0004,7,3935.00,SPXW230208P03935000,0.75,-0.825,0.5,0.6,241,0.1985,-0.0165,0.0004,164
Wed Feb 08 2023,SPXW230208C03940000,195.77,-31.08,193.9,196.4,2,0.2046,0.9821,0.0005,62,3940.00,SPXW230208P03940000,0.64,-1.035,0.55,0.65,390,0.1967,-0.0177,0.0004,176
Wed Feb 08 2023,SPXW230208C03945000,147.2,0,188.9,191.4,0,0.2039,0.9807,0.0005,21,3945.00,SPXW230208P03945000,1,-0.775,0.6,0.7,70,0.1946,-0.019,0.0005,159
Wed Feb 08 2023,SPXW230208C03950000,181.69,-35.36,184,186.5,8,0.1991,0.9792,0.0005,122,3950.00,SPXW230208P03950000,0.75,-1.125,0.65,0.75,196,0.1924,-0.0205,0.0005,683
Wed Feb 08 2023,SPXW230208C03955000,179.29,0,179,181.5,0,0.1979,0.9775,0.0006,16,3955.00,SPXW230208P03955000,1,-1,0.7,0.85,98,0.1899,-0.0222,0.0006,995
Wed Feb 08 2023,SPXW230208C03960000,174.71,0,174.1,176.6,0,0.1896,0.9756,0.0006,28,3960.00,SPXW230208P03960000,1,-1.125,0.8,0.9,108,0.1882,-0.0242,0.0006,277
Wed Feb 08 2023,SPXW230208C03965000,211.95,0,169.2,171.7,0,0.1883,0.9734,0.0007,61,3965.00,SPXW230208P03965000,0.96,-1.315,0.85,1,60,0.1863,-0.0263,0.0007,4232
Wed Feb 08 2023,SPXW230208C03970000,213.18,0,164.3,166.8,0,0.1866,0.9709,0.0007,136,3970.00,SPXW230208P03970000,1.25,-1.175,0.95,1.1,262,0.1841,-0.0288,0.0007,250
Wed Feb 08 2023,SPXW230208C03975000,102.45,0,159.4,161.9,0,0.1847,0.9682,0.0008,20,3975.00,SPXW230208P03975000,1.2,-1.425,1.05,1.2,1207,0.1824,-0.0316,0.0008,183
Wed Feb 08 2023,SPXW230208C03980000,184.67,0,154.6,156.8,0,0.1825,0.9651,0.0009,45,3980.00,SPXW230208P03980000,1.35,-1.45,1.15,1.3,438,0.1818,-0.0347,0.0009,318
Wed Feb 08 2023,SPXW230208C03985000,93.3,0,149.7,152.1,0,0.1812,0.9616,0.001,63,3985.00,SPXW230208P03985000,1.5,-1.525,1.3,1.45,338,0.1794,-0.0382,0.001,1168
Wed Feb 08 2023,SPXW230208C03990000,187.25,0,144.9,147.1,0,0.1797,0.9576,0.001,820,3990.00,SPXW230208P03990000,1.6,-1.6,1.45,1.6,142,0.1787,-0.0421,0.001,1780
Wed Feb 08 2023,SPXW230208C03995000,144.47,-29.23,140,142.5,20,0.1778,0.9532,0.0011,13,3995.00,SPXW230208P03995000,2.4,-1.1,1.65,1.8,172,0.1774,-0.0465,0.0011,166
Wed Feb 08 2023,SPXW230208C04000000,136.4,-32.3,135.2,137.7,18,0.1765,0.9483,0.0012,1444,4000.00,SPXW230208P04000000,2.01,-1.79,1.85,2,729,0.1763,-0.0515,0.0012,1666
Wed Feb 08 2023,SPXW230208C04005000,136.47,-27.83,130.4,132.9,6,0.1758,0.9427,0.0014,57,4005.00,SPXW230208P04005000,2.3,-1.75,2.05,2.2,253,0.1752,-0.057,0.0014,182
Wed Feb 08 2023,SPXW230208C04010000,119.4,-40.2,125.7,128.2,1,0.1737,0.9366,0.0015,57,4010.00,SPXW230208P04010000,2.44,-1.96,2.35,2.45,229,0.174,-0.0631,0.0015,216
Wed Feb 08 2023,SPXW230208C04015000,125.39,-29.56,121,123.4,25,0.1729,0.9298,0.0016,92,4015.00,SPXW230208P04015000,2.68,-2.02,2.6,2.75,96,0.1729,-0.0699,0.0016,325
Wed Feb 08 2023,SPXW230208C04020000,110.3,-39.75,116.3,118.7,17,0.1717,0.9223,0.0018,119,4020.00,SPXW230208P04020000,3.2,-1.9,2.95,3.1,220,0.1724,-0.0774,0.0018,180
Wed Feb 08 2023,SPXW230208C04025000,153.45,8,111.7,114.1,1,0.1713,0.914,0.0019,128,4025.00,SPXW230208P04025000,3.39,-2.11,3.2,3.5,2189,0.1706,-0.0857,0.0019,541
Wed Feb 08 2023,SPXW230208C04030000,110.6,-30.55,107.2,109.3,29,0.1703,0.9049,0.0021,91,4030.00,SPXW230208P04030000,3.76,-2.14,3.6,3.9,394,0.1698,-0.0948,0.0021,255
Wed Feb 08 2023,SPXW230208C04035000,109.83,-26.82,102.7,104.6,2,0.1695,0.895,0.0022,70,4035.00,SPXW230208P04035000,4.26,-2.14,4.1,4.3,159,0.1684,-0.1047,0.0022,285
Wed Feb 08 2023,SPXW230208C04040000,106.39,-25.76,98.2,100.2,2,0.1681,0.8842,0.0024,68,4040.00,SPXW230208P04040000,4.84,-2.06,4.6,4.8,541,0.1677,-0.1155,0.0024,416
Wed Feb 08 2023,SPXW230208C04045000,102.03,-25.67,93.6,96,2,0.1673,0.8725,0.0026,60,4045.00,SPXW230208P04045000,5.4,-2.05,5.1,5.4,137,0.1669,-0.1272,0.0026,185
Wed Feb 08 2023,SPXW230208C04050000,90.19,-33.01,89.2,91.6,60,0.166,0.8599,0.0028,2653,4050.00,SPXW230208P04050000,6,-2.05,5.7,6,516,0.1661,-0.1398,0.0028,2021
Wed Feb 08 2023,SPXW230208C04055000,112.83,0,85,87,0,0.1655,0.8463,0.003,126,4055.00,SPXW230208P04055000,6.5,-2.2,6.3,6.7,88,0.1648,-0.1534,0.003,187
Wed Feb 08 2023,SPXW230208C04060000,121.44,6.94,80.6,83,46,0.1648,0.8317,0.0032,112,4060.00,SPXW230208P04060000,7.5,-1.8,7.1,7.4,380,0.1642,-0.168,0.0032,220
Wed Feb 08 2023,SPXW230208C04065000,105.82,-4.43,76.6,78.6,3,0.164,0.8162,0.0034,54,4065.00,SPXW230208P04065000,8.1,-1.95,7.9,8.2,181,0.1634,-0.1836,0.0034,452
Wed Feb 08 2023,SPXW230208C04070000,78.45,-27.55,72.3,74.6,1,0.163,0.7996,0.0035,233,4070.00,SPXW230208P04070000,9.01,-1.84,8.8,9.1,526,0.1628,-0.2001,0.0035,279
Wed Feb 08 2023,SPXW230208C04075000,106.92,5.07,68.3,70.6,50,0.1621,0.7821,0.0037,173,4075.00,SPXW230208P04075000,9.4,-2.25,9.8,10.1,277,0.162,-0.2176,0.0037,156
Wed Feb 08 2023,SPXW230208C04080000,65.31,-32.39,64.8,66.3,101,0.1618,0.7636,0.0039,163,4080.00,SPXW230208P04080000,11.15,-1.45,10.8,11.2,362,0.1613,-0.2361,0.0039,248
Wed Feb 08 2023,SPXW230208C04085000,71.93,-21.72,60.7,62.7,87,0.1607,0.7441,0.0041,170,4085.00,SPXW230208P04085000,12.15,-1.8,12,12.3,203,0.161,-0.2556,0.0041,133
Wed Feb 08 2023,SPXW230208C04090000,58.91,-30.64,57,58.9,48,0.1601,0.7237,0.0043,300,4090.00,SPXW230208P04090000,13.47,-1.23,13.3,13.6,257,0.16,-0.276,0.0043,261
Wed Feb 08 2023,SPXW230208C04095000,58.29,-27.26,53.3,55.3,12,0.1594,0.7024,0.0045,421,4095.00,SPXW230208P04095000,14.81,-0.84,14.6,15,134,0.1596,-0.2973,0.0045,141
Wed Feb 08 2023,SPXW230208C04100000,52.63,-29.22,49.7,52,158,0.1595,0.6802,0.0046,3150,4100.00,SPXW230208P04100000,16.25,-0.5,16.1,16.5,659,0.1589,-0.3195,0.0046,1354
Wed Feb 08 2023,SPXW230208C04105000,49.3,-28.85,46.3,48.6,79,0.1585,0.6572,0.0048,37,4105.00,SPXW230208P04105000,19.3,1.4,17.7,18.1,416,0.1584,-0.3425,0.0048,95
Wed Feb 08 2023,SPXW230208C04110000,45.1,-29.2,43.9,44.7,99,0.1581,0.6334,0.0049,215,4110.00,SPXW230208P04110000,19.54,0.29,19.4,19.8,342,0.1576,-0.3663,0.0049,175
Wed Feb 08 2023,SPXW230208C04115000,44.7,-25.95,40.8,41.6,103,0.1574,0.6088,0.0051,94,4115.00,SPXW230208P04115000,21.24,0.59,21.2,21.6,184,0.1572,-0.3909,0.005,97
Wed Feb 08 2023,SPXW230208C04120000,38.9,-28,37.7,38.3,166,0.1569,0.5837,0.0052,398,4120.00,SPXW230208P04120000,23.54,1.49,23.2,23.6,434,0.1564,-0.4161,0.0052,232
Wed Feb 08 2023,SPXW230208C04125000,38.5,-25.35,34.9,35.4,88,0.1562,0.5579,0.0052,364,4125.00,SPXW230208P04125000,25.44,1.79,25.3,25.7,699,0.156,-0.4418,0.0052,960
Wed Feb 08 2023,SPXW230208C04130000,33.8,-26.35,32.1,32.6,103,0.1553,0.5317,0.0053,178,4130.00,SPXW230208P04130000,27.7,2.4,27.5,27.9,508,0.1554,-0.468,0.0053,535
Wed Feb 08 2023,SPXW230208C04135000,29.2,-27.7,29.5,29.9,221,0.1546,0.5052,0.0053,88,4135.00,SPXW230208P04135000,30.06,2.96,29.9,30.3,270,0.1552,-0.4945,0.0053,36
Wed Feb 08 2023,SPXW230208C04140000,28.5,-25.2,27,27.4,227,0.1542,0.4785,0.0054,82,4140.00,SPXW230208P04140000,32.32,3.42,32.4,32.8,428,0.1548,-0.5212,0.0054,56
Wed Feb 08 2023,SPXW230208C04145000,24.84,-25.81,24.6,25.1,126,0.1536,0.4518,0.0053,113,4145.00,SPXW230208P04145000,35.2,4.35,35,35.6,249,0.154,-0.5479,0.0053,61
Wed Feb 08 2023,SPXW230208C04150000,22.54,-24.8,22.4,22.9,1431,0.1539,0.4252,0.0053,2547,4150.00,SPXW230208P04150000,37.61,4.76,37.8,38.3,1320,0.1535,-0.5745,0.0053,214
Wed Feb 08 2023,SPXW230208C04155000,20.4,-24.45,20.3,20.8,275,0.1529,0.399,0.0052,167,4155.00,SPXW230208P04155000,38.8,3.75,40.7,41.5,103,0.1528,-0.6008,0.0052,35
Wed Feb 08 2023,SPXW230208C04160000,18.7,-23.55,18.4,18.8,343,0.1524,0.3731,0.0051,1371,4160.00,SPXW230208P04160000,42.88,5.68,43.7,44.6,254,0.1525,-0.6266,0.0051,220
Wed Feb 08 2023,SPXW230208C04165000,16.6,-22.85,16.6,17,368,0.1524,0.3478,0.005,136,4165.00,SPXW230208P04165000,44.74,5.14,46.9,47.8,208,0.1521,-0.652,0.005,42
Wed Feb 08 2023,SPXW230208C04170000,15.05,-22,14.9,15.3,472,0.1518,0.3231,0.0049,297,4170.00,SPXW230208P04170000,52.6,10.55,50.2,51,303,0.1514,-0.6766,0.0049,222
Wed Feb 08 2023,SPXW230208C04175000,13.38,-20.93,13.4,13.7,981,0.1516,0.2991,0.0047,1219,4175.00,SPXW230208P04175000,55.5,10.9,53.1,55.1,111,0.1528,-0.7006,0.0047,147
Wed Feb 08 2023,SPXW230208C04180000,12.3,-19.9,11.9,12.3,511,0.1504,0.2759,0.0046,306,4180.00,SPXW230208P04180000,62,14.75,56.6,58.6,231,0.1528,-0.7238,0.0046,45
Wed Feb 08 2023,SPXW230208C04185000,10.7,-19.1,10.6,10.9,358,0.1503,0.2535,0.0044,129,4185.00,SPXW230208P04185000,69.4,19.35,60.3,62.3,46,0.1522,-0.7462,0.0044,29
Wed Feb 08 2023,SPXW230208C04190000,9.52,-17.95,9.4,9.7,612,0.1501,0.232,0.0042,259,4190.00,SPXW230208P04190000,65.48,12.58,64.1,66,15,0.1521,-0.7677,0.0042,11
Wed Feb 08 2023,SPXW230208C04195000,8.41,-17.3,8.3,8.6,111,0.1495,0.2114,0.004,49,4195.00,SPXW230208P04195000,43.7,-12.2,67.9,69.9,18,0.1513,-0.7883,0.004,14
Wed Feb 08 2023,SPXW230208C04200000,7.32,-16.55,7.2,7.6,2288,0.1497,0.1918,0.0038,3765,4200.00,SPXW230208P04200000,73.08,14.08,72.3,73.5,272,0.1501,-0.8079,0.0038,82
Wed Feb 08 2023,SPXW230208C04205000,6.4,-15.55,6.3,6.6,546,0.1491,0.1732,0.0035,114,4205.00,SPXW230208P04205000,59.1,-2.75,76,78,31,0.1508,-0.8266,0.0035,21
Wed Feb 08 2023,SPXW230208C04210000,6.2,-14,5.5,5.8,591,0.1485,0.1556,0.0033,399,4210.00,SPXW230208P04210000,62.2,-2.75,80.6,81.8,182,0.1491,-0.8442,0.0033,23
Wed Feb 08 2023,SPXW230208C04215000,6.08,-12.42,4.8,5.1,105,0.1486,0.139,0.0031,107,4215.00,SPXW230208P04215000,57.8,0,84.5,86.4,0,0.1502,-0.8607,0.0031,8
Wed Feb 08 2023,SPXW230208C04220000,4.69,-12.26,4.1,4.4,346,0.1479,0.1236,0.0028,128,4220.00,SPXW230208P04220000,89.78,17.93,88.8,90.7,18,0.1501,-0.8762,0.0028,1
Wed Feb 08 2023,SPXW230208C04225000,3.6,-11.9,3.5,3.8,995,0.1475,0.1093,0.0026,867,4225.00,SPXW230208P04225000,100.2,24.65,93.3,95.1,1,0.1494,-0.8905,0.0026,1
Wed Feb 08 2023,SPXW230208C04230000,3.42,-10.73,3,3.3,619,0.1474,0.0961,0.0024,194,4230.00,SPXW230208P04230000,0,0,97.6,99.7,0,0.1495,-0.9036,0.0024,0
Wed Feb 08 2023,SPXW230208C04235000,2.8,2.8,2.6,2.75,389,0.1465,0.0841,0.0022,0,4235.00,SPXW230208P04235000,0,0,102.1,104.2,0,0.1489,-0.9157,0.0022,0
Wed Feb 08 2023,SPXW230208C04240000,2.65,-9.05,2.2,2.35,1800,0.1466,0.0732,0.002,1681,4240.00,SPXW230208P04240000,75.22,0,106.7,108.8,0,0.1488,-0.9266,0.002,1
Wed Feb 08 2023,SPXW230208C04245000,2.1,2.1,1.85,2,76,0.1462,0.0634,0.0018,0,4245.00,SPXW230208P04245000,0,0,111.3,113.5,0,0.148,-0.9363,0.0018,0
Wed Feb 08 2023,SPXW230208C04250000,2,-7.55,1.55,1.7,799,0.1455,0.0547,0.0016,791,4250.00,SPXW230208P04250000,114.09,19.64,116,118.2,1,0.148,-0.945,0.0016,1
Wed Feb 08 2023,SPXW230208C04255000,1.65,1.65,1.3,1.45,509,0.1454,0.047,0.0014,0,4255.00,SPXW230208P04255000,0,0,120.7,122.9,0,0.1472,-0.9527,0.0014,0
Wed Feb 08 2023,SPXW230208C04260000,1.27,-6.48,1.05,1.2,325,0.1457,0.0403,0.0012,277,4260.00,SPXW230208P04260000,0,0,125.5,127.7,0,0.1466,-0.9594,0.0012,0
Wed Feb 08 2023,SPXW230208C04265000,1.8,1.8,0.9,1,173,0.1452,0.0346,0.0011,0,4265.00,SPXW230208P04265000,0,0,130.3,132.5,0,0.1464,-0.9652,0.0011,0
Wed Feb 08 2023,SPXW230208C04270000,0.9,0.9,0.7,0.85,151,0.1454,0.0296,0.001,0,4270.00,SPXW230208P04270000,133.06,133.06,135.1,137.3,1,0.1468,-0.9701,0.001,0
Wed Feb 08 2023,SPXW230208C04275000,0.73,-4.87,0.6,0.75,144,0.1439,0.0254,0.0008,523,4275.00,SPXW230208P04275000,105.04,0,140,142.2,0,0.1465,-0.9743,0.0008,3
Wed Feb 08 2023,SPXW230208C04280000,1.38,1.38,0.5,0.6,199,0.1452,0.0219,0.0007,0,4280.00,SPXW230208P04280000,0,0,144.9,147.1,0,0.1473,-0.9779,0.0007,0
Wed Feb 08 2023,SPXW230208C04290000,0.7,0.7,0.3,0.45,448,0.1452,0.0164,0.0006,0,4290.00,SPXW230208P04290000,0,0,154.5,156.9,0,0.1382,-0.9833,0.0006,0
Wed Feb 08 2023,SPXW230208C04300000,0.3,-2.8,0.2,0.35,1000,0.1469,0.0127,0.0004,1641,4300.00,SPXW230208P04300000,171.43,33.38,164.3,166.8,1,0.1378,-0.987,0.0004,8
Wed Feb 08 2023,SPXW230208C04310000,0.45,0.45,0.15,0.25,64,0.1485,0.0101,0.0004,0,4310.00,SPXW230208P04310000,0,0,174.3,176.8,0,0.1323,-0.9896,0.0004,0
Wed Feb 08 2023,SPXW230208C04320000,0.27,0.27,0.1,0.2,66,0.1508,0.0083,0.0003,0,4320.00,SPXW230208P04320000,185.67,185.67,184.2,186.7,11,0.1716,-0.9914,0.0003,0
Wed Feb 08 2023,SPXW230208C04325000,0.3,0.3,0.1,0.2,207,0.151,0.0077,0.0003,0,4325.00,SPXW230208P04325000,0,0,189.2,191.7,0,0.1757,-0.9921,0.0003,0
Wed Feb 08 2023,SPXW230208C04350000,0.08,-0.845,0.05,0.15,625,0.1597,0.0053,0.0002,444,4350.00,SPXW230208P04350000,0,0,214.1,216.6,0,0,-0.9944,0.0002,0
Wed Feb 08 2023,SPXW230208C04400000,0.05,-0.25,0,0.05,438,0.1844,0.0031,0.0001,2291,4400.00,SPXW230208P04400000,0,0,255.6,278.5,0,0.3003,-0.9967,0.0001,0
Wed Feb 08 2023,SPXW230208C04450000,0.05,0.05,0,0.1,22,0.2146,0.0019,0.0001,0,4450.00,SPXW230208P04450000,0,0,305.3,328.5,0,0.3449,-0.9978,0.0001,0
Wed Feb 08 2023,SPXW230208C04500000,0.05,-0.025,0,0.05,301,0.2306,0.0012,0,43,4500.00,SPXW230208P04500000,0,0,355.3,378.4,0,0.3854,-0.9985,0,0
Wed Feb 08 2023,SPXW230208C04600000,0.07,0,0,0.05,0,0.2852,0.0006,0,37,4600.00,SPXW230208P04600000,0,0,455.1,478.4,0,0.4686,-0.9992,0,5
Wed Feb 08 2023,SPXW230208C04700000,0,0,0,0.05,0,0.3379,0.0003,0,0,4700.00,SPXW230208P04700000,0,0,554.9,578.4,0,0.5483,-0.9994,0,0
Wed Feb 08 2023,SPXW230208C04800000,0.05,0,0,0.05,0,0.3889,0.0002,0,93,4800.00,SPXW230208P04800000,0,0,655,678.4,0,0.6231,-0.9996,0,0
Wed Feb 08 2023,SPXW230208C05000000,0.03,0,0,0.05,0,0.4862,0.0001,0,50,5000.00,SPXW230208P05000000,949.8,0,855.3,878.3,0,0.767,-0.9997,0,50
Thu Feb 09 2023,SPXW230209C01000000,0,0,3121.1,3143.7,0,0,0.9999,0,0,1000.00,SPXW230209P01000000,0,0,0,0.05,0,3.0698,0,0,0
Thu Feb 09 2023,SPXW230209C01200000,0,0,2921.3,2943.8,0,0,0.9999,0,0,1200.00,SPXW230209P01200000,0,0,0,0.05,0,2.6826,0,0,0
Thu Feb 09 2023,SPXW230209C01400000,0,0,2721.3,2743.9,0,0,0.9999,0,0,1400.00,SPXW230209P01400000,0,0,0,0.05,0,2.3561,0,0,0
Thu Feb 09 2023,SPXW230209C01600000,0,0,2521.5,2544,0,0,0.9999,0,0,1600.00,SPXW230209P01600000,0,0,0,0.05,0,2.0737,0,0,0
Thu Feb 09 2023,SPXW230209C01800000,0,0,2321.5,2344.1,0,0,0.9999,0,0,1800.00,SPXW230209P01800000,0,0,0,0.05,0,1.8247,-0.0001,0,0
Thu Feb 09 2023,SPXW230209C02000000,2055.27,0,2121.6,2144.4,0,0,0.9999,0,1,2000.00,SPXW230209P02000000,0,0,0,0.05,0,1.6018,-0.0001,0,0
